logFC	se	df	t	pval	adjPval	protein	fit_status	model	adjPval_BH
-1.85748172391061	0.179904458678932	6.53915730137199	-10.3248231730909	2.75060064010298e-05	0.0269833922794103	WP_003017457	rlm	naive	0.0269833922794103
-1.09860778315517	0.13207213800845	6.20083328865494	-8.3182403171582	0.000137615059001916	0.0456123144252735	WP_003040849	rlm	naive	0.0456123144252735
-1.29771280054188	0.163968988015977	6.53915730137199	-7.9143795192261	0.000139487200077289	0.0456123144252735	WP_003023392	rlm	naive	0.0456123144252735
-0.943452397035823	0.143989978443623	6.31066420721436	-6.55220875253634	0.000491736297529044	0.0913974000693852	WP_003040894	rlm	naive	0.0913974000693852
-1.21807425906779	0.172900161439412	5.53915730137199	-7.04495732639685	0.000578983629984536	0.0913974000693852	WP_003033719	rlm	naive	0.0913974000693852
-1.68736480347338	0.250513633522064	5.8457463901346	-6.73562065165914	0.000581396743077933	0.0913974000693852	WP_003038816	rlm	naive	0.0913974000693852
-0.959921528111956	0.149122986460885	6.02906983531511	-6.43711308962915	0.000652173089180119	0.0913974000693852	WP_003015534	rlm	naive	0.0913974000693852
-0.832627207968317	0.145268352199314	6.53915730137199	-5.73164901620085	0.000906768420902105	0.0957301733910716	WP_011733695	rlm	naive	0.0957301733910716
-0.653823523209624	0.114348272062213	6.43692766992958	-5.71782600137498	0.000971329467976073	0.0957301733910716	WP_003038437	rlm	naive	0.0957301733910716
-0.9449955459515	0.167062256339404	6.53915730137199	-5.6565472456666	0.000975842746086357	0.0957301733910716	WP_003038425	rlm	naive	0.0957301733910716
-1.00521610881536	0.183666970611703	6.53915730137199	-5.47303690733007	0.0011709961347144	0.104431564377711	WP_003026016	rlm	naive	0.104431564377711
0.805298713407261	0.153460706551826	6.53915730137199	5.24758898549253	0.00147353786047528	0.120461720093854	WP_003038350	rlm	naive	0.120461720093854
0.877531849605761	0.172523252985285	6.53915730137199	5.08645550336689	0.00174367355189817	0.129555437604907	WP_003039892	rlm	naive	0.129555437604907
-1.28920668965606	0.240528176044784	5.87311611390522	-5.35989883121229	0.0018489053276949	0.129555437604907	WP_003040628	rlm	naive	0.129555437604907
-0.618515530516701	0.126010480314721	6.53915730137199	-4.90844514656168	0.00210860249777763	0.137902603354657	WP_003014378	rlm	naive	0.137902603354657
1.79987874931046	0.374712531801304	6.20471529423193	4.80335883259135	0.00272939127407867	0.149533897760824	WP_003032959	rlm	naive	0.149533897760824
-1.37851672145277	0.270975347860828	5.5888578321022	-5.0872403424712	0.00276871073164154	0.149533897760824	WP_003022320	rlm	naive	0.149533897760824
-1.2411247324835	0.263397007455786	6.33250734559151	-4.71199253352126	0.0028474700947188	0.149533897760824	WP_003034100	rlm	naive	0.149533897760824
-0.663900943015323	0.144234618758898	6.53915730137199	-4.60292368592242	0.00295197273440884	0.149533897760824	WP_003017801	rlm	naive	0.149533897760824
0.900510277232003	0.158078571997692	4.53915730137199	5.69659926612411	0.00317210841390434	0.149533897760824	WP_003040752	rlm	naive	0.149533897760824
-1.04538967387529	0.22677007242792	6.17004994298604	-4.60991021735273	0.003401403952041	0.149533897760824	WP_003038436	rlm	naive	0.149533897760824
-0.592208031947256	0.132742074024326	6.53915730137199	-4.46134382259785	0.00346573112569	0.149533897760824	WP_003021583	rlm	naive	0.149533897760824
-0.539981776140969	0.117977206668972	6.18249536630639	-4.57700085793763	0.00350589158868395	0.149533897760824	WP_003020026	rlm	naive	0.149533897760824
1.61223487013626	0.360891509454887	6.00090315721305	4.46736713914793	0.00424781960742384	0.171493727942591	WP_003039068	rlm	naive	0.171493727942591
-0.458786700827951	0.107854020086782	6.53915730137199	-4.25377468970375	0.00440829693533737	0.171493727942591	WP_011733723	rlm	naive	0.171493727942591
-1.44157608924816	0.313753098969583	5.53915730137199	-4.59461944434184	0.00454519564373839	0.171493727942591	WP_003017957	rlm	naive	0.171493727942591
-0.946488528075018	0.188115384703199	4.53915730137199	-5.03142541780063	0.00521885923478978	0.187629624599438	WP_003039164	rlm	naive	0.187629624599438
-0.701606670570591	0.169449818116591	6.26478051101461	-4.14049822164959	0.00553221988676157	0.187629624599438	WP_003039621	rlm	naive	0.187629624599438
-0.74406462359244	0.150371068704131	4.53915730137199	-4.94819003419107	0.00557363474815408	0.187629624599438	WP_003041497	rlm	naive	0.187629624599438
-0.708523174650382	0.175907575609987	6.53915730137199	-4.0278150170251	0.0057701517829094	0.187629624599438	WP_003020861	rlm	naive	0.187629624599438
-0.483561912866074	0.120728986278021	6.53915730137199	-4.00535056057294	0.00592917264279569	0.187629624599438	WP_003041451	rlm	naive	0.187629624599438
0.785484339824322	0.198813375906458	6.53915730137199	3.95086264313471	0.00633534332009023	0.194217868656516	WP_003040402	rlm	naive	0.194217868656516
-0.488718179322831	0.124384642151423	6.22936176163201	-3.92908779468028	0.00716570272750499	0.204725225202907	WP_003035026	rlm	naive	0.204725225202907
-0.758115039829446	0.164307491642754	4.53915730137199	-4.61400166389114	0.0073195544530362	0.204725225202907	WP_003038772	rlm	naive	0.204725225202907
-0.75899800975962	0.19851263860526	6.53915730137199	-3.82342411592684	0.0074103510395995	0.204725225202907	WP_003040540	rlm	naive	0.204725225202907
-0.507991011104788	0.133248809029128	6.53915730137199	-3.81234935461031	0.00751285230102411	0.204725225202907	WP_003014373	rlm	naive	0.204725225202907
-0.647383774292448	0.170735888106835	6.41140260421021	-3.79172639959186	0.0079976725491946	0.207412781613834	WP_003015556	rlm	naive	0.207412781613834
-0.494585313399733	0.131592472618586	6.53915730137199	-3.75846204237885	0.00803433812571427	0.207412781613834	WP_003032596	rlm	naive	0.207412781613834
-0.73052392550942	0.191231803051087	6.15488213342517	-3.82009641625489	0.00834630267896592	0.209941613540143	WP_003024407	rlm	naive	0.209941613540143
-0.948868487634456	0.233129426462259	5.00657937450529	-4.07013607005148	0.00960636597458116	0.224427778165812	WP_003038438	rlm	naive	0.224427778165812
-0.603357214384171	0.16478135818144	6.30515008032117	-3.66156233352452	0.00967565458549328	0.224427778165812	WP_003023081	rlm	naive	0.224427778165812
0.634991558159146	0.167434097957835	5.7600775076591	3.79248651203087	0.00976599505405392	0.224427778165812	WP_003040230	rlm	naive	0.224427778165812
-0.57674460397087	0.160296293188586	6.53915730137199	-3.59799089859389	0.00983730322235464	0.224427778165812	WP_003018210	rlm	naive	0.224427778165812
-0.519702092376553	0.134886700186432	5.39679498753781	-3.85287868750777	0.0103370221833762	0.226101692645556	WP_003019409	rlm	naive	0.226101692645556
-1.20999804097848	0.339248635677199	6.48878417734682	-3.56669979987722	0.0103716372773191	0.226101692645556	WP_003038435	rlm	naive	0.226101692645556
-0.377431654566183	0.107156753760423	6.53619214199468	-3.52223860205796	0.0108465596626236	0.226700031583997	WP_003040951	rlm	naive	0.226700031583997
0.425905201989312	0.12139732307011	6.53915730137199	3.50835744329668	0.0110337556041869	0.226700031583997	WP_003033757	rlm	naive	0.226700031583997
-0.42701351272538	0.121856120976931	6.53915730137199	-3.50424344137968	0.0110923562854555	0.226700031583997	WP_003033944	rlm	naive	0.226700031583997
-0.583696658401769	0.151986847402609	5.14247896671175	-3.8404419091316	0.0114869121408141	0.229972669594666	WP_003018840	rlm	naive	0.229972669594666
-1.63965130514645	0.446842968564235	5.53915730137199	-3.66941279263019	0.012053393912132	0.235611453813959	WP_003040853	rlm	naive	0.235611453813959
-0.855406035903563	0.249641758971317	6.4664748018558	-3.42653424422413	0.012480723057046	0.235611453813959	WP_003033018	rlm	naive	0.235611453813959
0.547789208320001	0.15778555783111	6.19475943472167	3.47173224121273	0.0126124968007368	0.235611453813959	WP_003040399	rlm	naive	0.235611453813959
-1.27413369154809	0.368377220277289	6.22189841476256	-3.45877437966715	0.0127292630500916	0.235611453813959	WP_003040995	rlm	naive	0.235611453813959
-1.01448672719345	0.278777608240081	5.34316052503994	-3.63905384509858	0.0132837910394747	0.238866318795789	WP_003034549	rlm	naive	0.238866318795789
-0.683508525966106	0.20410912831423	6.53619214199468	-3.34874060563245	0.0135853379152035	0.238866318795789	WP_003032892	rlm	naive	0.238866318795789
0.590166911971289	0.167902319492311	5.71737982041531	3.51494198386172	0.0136355900637759	0.238866318795789	WP_003040411	rlm	naive	0.238866318795789
-0.406864656853758	0.121705811531173	6.29935800950908	-3.34301749222177	0.0144607499466173	0.24333884772877	WP_003041283	rlm	naive	0.24333884772877
0.411691047189544	0.126703139606102	6.53915730137199	3.24925687295057	0.015478293428172	0.24333884772877	WP_003040128	rlm	naive	0.24333884772877
0.415841493474495	0.128579381963566	6.53915730137199	3.23412266511225	0.0157921126799721	0.24333884772877	WP_003034298	rlm	naive	0.24333884772877
-0.599379037774062	0.185470731529033	6.53915730137199	-3.23166373924738	0.0158437466034248	0.24333884772877	WP_011733702	rlm	naive	0.24333884772877
-0.454108009479136	0.140348568826333	6.51356202119003	-3.23557278336802	0.015848250810737	0.24333884772877	WP_003038333	rlm	naive	0.24333884772877
-0.475054955530577	0.144793202757379	6.21375042532625	-3.28092028136567	0.0159738844282986	0.24333884772877	WP_003033846	rlm	naive	0.24333884772877
0.662364500734547	0.177234681505077	4.53915730137199	3.73721720325699	0.0160593159831618	0.24333884772877	WP_003041024	rlm	naive	0.24333884772877
-0.368845998085119	0.114872010355592	6.53915730137199	-3.21093012077822	0.0162864458582827	0.24333884772877	WP_003040169	rlm	naive	0.24333884772877
0.405449507263386	0.126577124158755	6.53915730137199	3.20318153819693	0.0164553053076918	0.24333884772877	WP_003040289	rlm	naive	0.24333884772877
-0.427262948095187	0.132421692228761	6.36343652884098	-3.22653291091525	0.0165678850047171	0.24333884772877	WP_003040818	rlm	naive	0.24333884772877
0.487246738995225	0.152940183589672	6.53915730137199	3.18586474502002	0.0168395478049574	0.24333884772877	WP_003038516	rlm	naive	0.24333884772877
-0.589514269814659	0.181878186341502	6.15803651777059	-3.24125878794373	0.0170214594307061	0.24333884772877	WP_003015002	rlm	naive	0.24333884772877
-0.413021690832099	0.13082385199443	6.4680096833095	-3.15708247796956	0.0177565108040388	0.24333884772877	WP_003023073	rlm	naive	0.24333884772877
0.338887332679513	0.107789943047427	6.53915730137199	3.14396058758843	0.0178099855207327	0.24333884772877	WP_011733716	rlm	naive	0.24333884772877
-1.15117408368974	0.361723990207996	6.2914107475033	-3.18246540139017	0.0178251598359267	0.24333884772877	WP_003039866	rlm	naive	0.24333884772877
-0.391630343203752	0.124648439114403	6.53915730137199	-3.14187924041561	0.017859731943396	0.24333884772877	WP_003014349	rlm	naive	0.24333884772877
-0.623615332828421	0.20046119195106	6.53915730137199	-3.11090304691329	0.0186180460566085	0.250142566110075	WP_003027197	rlm	naive	0.250142566110075
0.510289782209545	0.162733935261363	6.31085725710311	3.13573061076647	0.0188700672582689	0.250142566110075	WP_003037537	rlm	naive	0.250142566110075
-1.5079055533164	0.467778252108601	5.71753015134402	-3.2235477953907	0.0193232884652667	0.250142566110075	WP_003038976	rlm	naive	0.250142566110075
-0.392341770271803	0.127634949383361	6.53915730137199	-3.07393681877349	0.0195686103864714	0.250142566110075	WP_003032887	rlm	naive	0.250142566110075
-0.705522168068333	0.199796905108524	4.53915730137199	-3.53119668037457	0.0196340240473759	0.250142566110075	WP_003016239	rlm	naive	0.250142566110075
-0.612527587817178	0.189086847250326	5.51158777142472	-3.23939817456617	0.019971381379029	0.251178527343942	WP_003038597	rlm	naive	0.251178527343942
-0.576839980365169	0.190139734185864	6.53915730137199	-3.03376873242759	0.0206609226048352	0.256393260731676	WP_003017929	rlm	naive	0.256393260731676
-0.34229514058684	0.11315642177321	6.53915730137199	-3.02497317627163	0.0209087266651723	0.256393260731676	WP_003038420	rlm	naive	0.256393260731676
-0.578895700913137	0.191690344178369	6.44628766147017	-3.01995232672998	0.0214221315340274	0.259445815245443	WP_003034103	rlm	naive	0.259445815245443
-0.500963575364614	0.167874869088023	6.53915730137199	-2.98414871794741	0.0221013336334841	0.264407418224974	WP_003021612	rlm	naive	0.264407418224974
-0.545357503414254	0.179078041944265	6.02680203843838	-3.04536222025472	0.0225197380202758	0.26616702407097	WP_003018506	rlm	naive	0.26616702407097
-0.453147551733036	0.153122019353656	6.53915730137199	-2.95938855590999	0.0228599637195145	0.266971719152902	WP_003032666	rlm	naive	0.266971719152902
0.573265481722726	0.194665816388408	6.53619214199468	2.94486978945966	0.0233299611951202	0.268838451520097	WP_003034577	rlm	naive	0.268838451520097
-0.573889756276611	0.19539581278226	6.53915730137199	-2.93706271442022	0.0235678968712827	0.268838451520097	WP_003033046	rlm	naive	0.268838451520097
0.50765026827297	0.175881722709182	6.53915730137199	2.88631621554197	0.0252655489407183	0.282649847991471	WP_003039766	rlm	naive	0.282649847991471
-0.517581671322678	0.165107811086305	5.06695888543756	-3.13481032736924	0.0253549302989291	0.282649847991471	WP_003041344	rlm	naive	0.282649847991471
-0.342831657906515	0.119819303122056	6.53915730137199	-2.86123895710931	0.0261521594568517	0.285218852250843	WP_003038940	rlm	naive	0.285218852250843
-0.383725940830795	0.132807238365109	6.28415870239497	-2.88934508054349	0.026305611678009	0.285218852250843	WP_003014352	rlm	naive	0.285218852250843
0.546459400097872	0.192032632667214	6.53915730137199	2.84565905548391	0.0267196172707169	0.285218852250843	WP_003040115	rlm	naive	0.285218852250843
0.452811090744743	0.159587693052761	6.53915730137199	2.83738101656147	0.0270264363614506	0.285218852250843	WP_003040393	rlm	naive	0.285218852250843
-0.363592018442021	0.128816956797717	6.53915730137199	-2.82254780333753	0.0275856203647496	0.285218852250843	WP_003038295	rlm	naive	0.285218852250843
-1.22846346579062	0.436648370523578	6.53915730137199	-2.81339299243825	0.0279368606829525	0.285218852250843	WP_003034338	rlm	naive	0.285218852250843
-0.424841331996659	0.151084855158725	6.53915730137199	-2.81193857286579	0.0279930976397957	0.285218852250843	WP_003035017	rlm	naive	0.285218852250843
-1.03553097476783	0.339917099153403	5.0713576975486	-3.04642213453492	0.0280237011203799	0.285218852250843	WP_011733587	rlm	naive	0.285218852250843
-0.515765106312363	0.169334268932028	5.03800295547862	-3.04584009819887	0.0282820333310129	0.285218852250843	WP_003024803	rlm	naive	0.285218852250843
0.420412326825167	0.147216172942869	6.08925997814769	2.85574824029912	0.0284928109282187	0.285218852250843	WP_003037222	rlm	naive	0.285218852250843
-0.623964904497759	0.209787312092017	5.27766700306985	-2.9742737931838	0.0290068799043435	0.287431809961222	WP_003038938	rlm	naive	0.287431809961222
-0.463494754281984	0.166872495398635	6.53915730137199	-2.7775383425217	0.0293588412045448	0.288010232216584	WP_003035924	rlm	naive	0.288010232216584
-0.480307314063354	0.173387880432847	6.53915730137199	-2.77013198883516	0.0296620217020303	0.288103398907839	WP_003041148	rlm	naive	0.288103398907839
0.448290746363174	0.161625249500712	6.42121176692447	2.77364302760876	0.0300741488947957	0.289242549664653	WP_011733568	rlm	naive	0.289242549664653
-0.424051902505281	0.148165033696984	5.63790442118794	-2.86202413568455	0.0308020188546045	0.293366800935602	WP_003024794	rlm	naive	0.293366800935602
-1.16435061431067	0.426812574307615	6.53915730137199	-2.72801385057484	0.0314503221380633	0.296661211706155	WP_003033964	rlm	naive	0.296661211706155
-0.40146039222397	0.146054087653816	6.25802807447031	-2.74871041730465	0.0319446186905384	0.298454008908745	WP_003032890	rlm	naive	0.298454008908745
-0.365886898114022	0.13613173712839	6.49367146526173	-2.68774134402578	0.0334904063713871	0.300136817757462	WP_011733588	rlm	naive	0.300136817757462
-0.654780447973619	0.244901508648187	6.53915730137199	-2.67364807831479	0.0339286891521327	0.300136817757462	WP_003027193	rlm	naive	0.300136817757462
-0.918495437563143	0.328256139820128	5.53915730137199	-2.79810588787903	0.0340424957752693	0.300136817757462	WP_003021682	rlm	naive	0.300136817757462
-0.369265382262374	0.138431824278955	6.53915730137199	-2.6674890993148	0.0342221724963715	0.300136817757462	WP_003039615	rlm	naive	0.300136817757462
-1.08738320741903	0.404941664457234	6.34265556357978	-2.68528359233301	0.0343737246431514	0.300136817757462	WP_003018894	rlm	naive	0.300136817757462
-0.46528781275666	0.169303226686113	5.8279792484846	-2.74825129954139	0.0343841035841299	0.300136817757462	WP_003016753	rlm	naive	0.300136817757462
-0.374978230144549	0.137414197593925	5.97432931324345	-2.72881723075408	0.034388659880363	0.300136817757462	WP_003039507	rlm	naive	0.300136817757462
-0.386578265563718	0.145899154581961	6.53915730137199	-2.64962649489892	0.0350885625829264	0.300136817757462	WP_003025265	rlm	naive	0.300136817757462
-1.32037750028383	0.444999285588869	4.53915730137199	-2.96714521358517	0.0352330362225057	0.300136817757462	WP_003016538	rlm	naive	0.300136817757462
-0.305856591856551	0.115895371898113	6.53915730137199	-2.63907511445271	0.0356111501764886	0.300136817757462	WP_003034277	rlm	naive	0.300136817757462
-0.763594959632076	0.289352449107454	6.53915730137199	-2.63897873333191	0.0356159612714204	0.300136817757462	WP_003038556	rlm	naive	0.300136817757462
-0.457111673120079	0.173700245293543	6.53915730137199	-2.63161213357866	0.0359857119219868	0.300136817757462	WP_003014581	rlm	naive	0.300136817757462
-0.552745457978404	0.197139840395738	5.21527138539192	-2.80382421365882	0.0361020840931504	0.300136817757462	WP_003024808	rlm	naive	0.300136817757462
-0.391416048406726	0.14246099589315	5.48011821287753	-2.74753132218941	0.0366926292382423	0.302113398152093	WP_003035617	rlm	naive	0.302113398152093
-0.285629991324763	0.109325472192996	6.53915730137199	-2.61265728466766	0.0369557673580542	0.302113398152093	WP_003038679	rlm	naive	0.302113398152093
0.3967652784581	0.145576796559952	5.53915730137199	2.72547059582194	0.0373107327315052	0.302494452971955	WP_003040101	rlm	naive	0.302494452971955
0.493928746982882	0.190505250525636	6.53915730137199	2.59273036107955	0.0380052159140174	0.304667340195915	WP_011733627	rlm	naive	0.304667340195915
-0.342293909282885	0.131982322177784	6.40551533596003	-2.5934830031389	0.0386693674612275	0.304667340195915	WP_003033752	rlm	naive	0.304667340195915
-0.575982679688951	0.224156180240385	6.53915730137199	-2.56955966626157	0.0392648943829141	0.304667340195915	WP_003020646	rlm	naive	0.304667340195915
1.59288951858365	0.593499268420364	5.53915730137199	2.68389466228531	0.0393335345328639	0.304667340195915	WP_003037623	rlm	naive	0.304667340195915
